Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A357444,Puppy,3/14/2016 17:24,16-Mar,2/7/2004,Transfer,Partner,Dog,Neutered Male,12 years,Dachshund,Red
A357846,Happy,3/17/2016 18:32,16-Mar,4/6/2004,Return to Owner,,Dog,Neutered Male,11 years,Great Pyrenees Mix,Black/White
A358260,Tiger,4/14/2019 14:35,19-Apr,5/24/2004,Adoption,,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Black Smoke
A358697,Fuzzo,2/12/2015 18:50,15-Feb,8/18/2003,Return to Owner,,Dog,Neutered Male,11 years,Pit Bull Mix,Brown/White
A358879,Simba,9/15/2015 16:22,15-Sep,8/13/2002,Euthanasia,Suffering,Dog,Neutered Male,13 years,German Shepherd,Brown/Black
A360450,Tofu,6/19/2018 15:09,18-Jun,2/2/2004,Return to Owner,,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Orange Tabby
A360848,Sammie,11/22/2018 13:23,18-Nov,3/28/2004,Return to Owner,,Dog,Intact Female,14 years,Australian Shepherd Mix,Red
A361391,Baby Bear,4/20/2015 11:23,15-Apr,9/1/2002,Transfer,Partner,Dog,Neutered Male,12 years,Lhasa Apso,Cream/White
A362103,Stitch,11/19/2014 15:35,14-Nov,9/9/2002,Return to Owner,,Dog,Neutered Male,12 years,Cardigan Welsh Corgi Mix,Brown/White
A362137,*Darcy,1/1/2014 7:39,14-Jan,8/6/2004,Adoption,Foster,Dog,Spayed Female,9 years,Keeshond Mix,Brown/Black
A362383,*Morado,4/21/2016 14:55,16-Apr,1/11/2004,Return to Owner,,Dog,Neutered Male,12 years,Parson Russell Terrier Mix,Brown/White
A362383,*Morado,3/22/2016 17:53,16-Mar,1/11/2004,Transfer,Partner,Dog,Neutered Male,12 years,Parson Russell Terrier Mix,Brown/White
A362707,Girly Girl,1/10/2017 10:44,17-Jan,4/1/2004,Adoption,Foster,Dog,Spayed Female,12 years,Labrador Retriever Mix,Black
A362851,Mr. Leo,8/28/2021 11:48,21-Aug,9/16/2003,Return to Owner,,Dog,Neutered Male,17 years,Dachshund,Brown/White
A362967,Honey,6/15/2014 11:14,14-Jun,7/8/2004,Return to Owner,,Dog,Spayed Female,9 years,German Shepherd/Labrador Retriever,Tan/White
A363653,Goofy,11/18/2014 11:55,14-Nov,11/28/2003,Return to Owner,,Dog,Neutered Male,10 years,Catahoula/Labrador Retriever,Blue Merle/White
A363653,Goofy,3/23/2014 12:37,14-Mar,11/28/2003,Return to Owner,,Dog,Neutered Male,10 years,Catahoula/Labrador Retriever,Blue Merle/White
A364429,Hugo,9/28/2015 18:13,15-Sep,7/20/2004,Return to Owner,,Dog,Neutered Male,11 years,Labrador Retriever/Alaskan Malamute,Black/Tan
A365172,Diablo,8/30/2014 16:47,14-Aug,8/8/2004,Transfer,Partner,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black/White
A365302,Minnie,1/8/2017 17:29,17-Jan,10/13/2000,Return to Owner,,Dog,Spayed Female,16 years,Border Collie Mix,Black/White
A367012,Miller,9/16/2015 13:07,15-Sep,2/24/2004,Euthanasia,Suffering,Dog,Neutered Male,11 years,German Shepherd Mix,Brown/Black
A367438,Cookie,9/12/2015 13:30,15-Sep,9/10/1999,Adoption,,Dog,Spayed Female,16 years,Chihuahua Shorthair Mix,Brown/White
A367747,Woody,11/4/2014 8:34,14-Nov,10/2/2004,Adoption,Foster,Dog,Neutered Male,10 years,German Shepherd Mix,Black/Tan
A368742,Stormy,2/3/2018 16:06,18-Feb,7/1/2004,Return to Owner,,Dog,Spayed Female,13 years,Chinese Sharpei Mix,Yellow
A368930,,6/13/2014 15:52,14-Jun,11/6/2003,Transfer,Partner,Dog,Spayed Female,10 years,Boston Terrier,Brown Brindle/White
A370439,Sniket,6/25/2016 14:15,16-Jun,2/9/2004,Return to Owner,,Dog,Neutered Male,12 years,Miniature Poodle/Chihuahua Longhair,Chocolate
A370507,Emily,8/15/2015 9:24,15-Aug,9/27/2004,Adoption,Foster,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Blue/White
A370852,Katie,11/8/2013 13:19,13-Nov,11/22/2003,Return to Owner,,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Tan
A371000,Greg,10/2/2015 12:19,15-Oct,9/9/2004,Adoption,,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Blue/White
A371102,Ceballo,8/3/2015 12:19,15-Aug,11/27/2001,Return to Owner,,Dog,Neutered Male,13 years,Bullmastiff Mix,Black/White
A371344,Sailor,5/11/2015 15:43,15-May,6/29/2004,Return to Owner,,Dog,Neutered Male,10 years,German Shepherd/Border Collie,Black/Brown
A371534,April,6/7/2016 18:55,16-Jun,6/8/2002,Return to Owner,,Dog,Spayed Female,14 years,Parson Russell Terrier Mix,White/Black
A372496,Mija,6/28/2021 14:23,21-Jun,6/9/2003,Return to Owner,,Cat,Spayed Female,18 years,Domestic Shorthair Mix,Black
A372641,Callie,10/18/2020 16:55,20-Oct,11/15/2004,Transfer,Partner,Cat,Spayed Female,15 years,Domestic Shorthair Mix,Calico
A373219,Ella,8/5/2014 16:16,14-Aug,7/14/2009,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby
A373687,Rosie,4/8/2014 14:05,14-Apr,10/26/2004,Adoption,,Dog,Spayed Female,9 years,Labrador Retriever Mix,Red/Black
A375393,Dash,6/13/2015 14:22,15-Jun,1/1/2002,Return to Owner,,Dog,Neutered Male,13 years,German Shorthair Pointer,White/Liver
A376322,Mama Dog,2/18/2014 16:53,14-Feb,1/18/2003,Return to Owner,,Dog,Spayed Female,11 years,Pit Bull Mix,Brown
A376459,Dora,7/9/2017 13:53,17-Jul,7/18/2003,Return to Owner,,Dog,Spayed Female,13 years,Chow Chow Mix,Red
A377750,Lucy,10/26/2017 14:19,17-Oct,2/1/2004,Return to Owner,,Dog,Spayed Female,13 years,Australian Cattle Dog Mix,White/Brown
A378348,Seamus,1/19/2014 13:39,14-Jan,8/7/2004,Adoption,,Dog,Neutered Male,9 years,German Shepherd Mix,Black/Brown
A378348,Seamus,4/23/2014 7:43,14-Apr,8/7/2004,Adoption,Foster,Dog,Neutered Male,9 years,German Shepherd Mix,Black/Brown
A378353,Lyla,8/2/2014 12:31,14-Aug,2/7/2004,Euthanasia,Suffering,Dog,Intact Female,10 years,Chihuahua Shorthair Mix,Tricolor
A378818,Zoe,7/7/2014 16:34,14-Jul,2/10/2004,Return to Owner,,Dog,Spayed Female,10 years,Weimaraner Mix,Tan
A378946,Mercedes,10/14/2017 18:31,17-Oct,2/11/2002,Adoption,,Dog,Spayed Female,15 years,Labrador Retriever Mix,Black
A378974,Avalon,5/23/2019 14:45,19-May,2/11/2004,Euthanasia,Medical,Cat,Neutered Male,15 years,Domestic Shorthair Mix,Brown Tabby
A379998,Disciple,10/25/2013 12:53,13-Oct,2/21/2003,Return to Owner,,Dog,Intact Male,10 years,Pit Bull,Black
A380009,Pickle,2/12/2016 14:32,16-Feb,2/4/2005,Return to Owner,,Dog,Spayed Female,11 years,American Eskimo,White
A380320,Scooby,2/5/2014 14:26,14-Feb,12/21/2004,Euthanasia,Aggressive,Dog,Neutered Male,9 years,Labrador Retriever Mix,Red
A380420,Laika,2/22/2018 7:06,18-Feb,12/5/2004,Adoption,Foster,Dog,Spayed Female,13 years,Labrador Retriever Mix,Black/White
A380506,Ruby,1/23/2016 12:43,16-Jan,2/26/2003,Euthanasia,Suffering,Dog,Spayed Female,12 years,Pit Bull Mix,Red
A381173,Pepper,8/6/2014 17:12,14-Aug,8/6/2000,Return to Owner,,Dog,Spayed Female,14 years,Labrador Retriever Mix,Brown/White
A381217,Cherokee,6/9/2017 18:51,17-Jun,3/5/2004,Rto-Adopt,,Dog,Neutered Male,13 years,Miniature Poodle/Cairn Terrier,White/Cream
A381217,Cherokee,7/17/2017 14:34,17-Jul,3/5/2004,Transfer,Partner,Dog,Neutered Male,13 years,Miniature Poodle/Cairn Terrier,White/Cream
A382192,Maxwell 2,3/16/2015 13:46,15-Mar,9/14/2003,Transfer,Partner,Dog,Intact Male,11 years,Pekingese Mix,Tan/White
A382251,Princess,11/8/2014 19:01,14-Nov,10/21/2004,Return to Owner,,Dog,Spayed Female,10 years,Shetland Sheepdog Mix,Brown/White
A383036,Oreo,6/28/2014 13:40,14-Jun,8/22/1999,Euthanasia,Suffering,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Black
A383964,Finney,2/5/2017 17:56,17-Feb,4/8/2004,Return to Owner,,Dog,Neutered Male,12 years,Labrador Retriever/Doberman Pinsch,Blue/Tan
A384027,Dibs,3/16/2019 16:51,19-Mar,11/20/2004,Return to Owner,,Dog,Neutered Male,14 years,Labrador Retriever/Golden Retriever,Brown
A384360,Jj,7/16/2014 18:34,14-Jul,9/3/2004,Return to Owner,,Cat,Neutered Male,9 years,Siamese,Seal Point
A384568,Jedi,12/28/2014 13:47,14-Dec,12/13/2005,Adoption,,Cat,Neutered Male,9 years,Domestic Shorthair Mix,White
A385442,Clyde,1/11/2014 16:00,14-Jan,10/14/2003,Return to Owner,,Dog,Neutered Male,10 years,Labrador Retriever Mix,Cream/Tan
A386005,Giovanni,9/26/2015 11:15,15-Sep,2/9/2005,Return to Owner,,Dog,Neutered Male,10 years,Australian Cattle Dog/Pit Bull,White/Black
A386276,Tiko,12/28/2015 16:24,15-Dec,2/25/2005,Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Flame Point
A386688,Punch,8/29/2015 17:46,15-Aug,11/16/2004,Transfer,Partner,Dog,Neutered Male,10 years,German Shepherd Mix,Brown/White
A386938,Bootz,7/20/2019 14:32,19-Jul,1/2/2005,Transfer,Partner,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Black/White
A387083,Goldie,2/12/2014 11:12,14-Feb,11/27/2004,Return to Owner,,Dog,Spayed Female,9 years,Labrador Retriever Mix,Tan
A387965,Dakota,6/27/2014 11:13,14-Jun,5/15/2004,Return to Owner,,Dog,Spayed Female,10 years,Siberian Husky Mix,Black/White
A388360,Spider,12/26/2015 13:19,15-Dec,4/1/2005,Return to Owner,,Dog,Neutered Male,10 years,Rhod Ridgeback/Labrador Retriever,Black
A388545,Damon,6/26/2020 11:48,20-Jun,5/9/2004,Adoption,Foster,Dog,Neutered Male,16 years,Miniature Poodle Mix,White
A388691,Blaze,11/29/2015 18:40,15-Nov,5/16/2003,Return to Owner,,Dog,Neutered Male,12 years,Miniature Schnauzer Mix,Black/Gray
A390222,Holly,12/8/2013 15:16,13-Dec,5/23/2004,Adoption,,Dog,Spayed Female,9 years,Jack Russell Terrier,White/Tan
A390222,Holly,12/15/2013 17:10,13-Dec,5/23/2004,Adoption,,Dog,Spayed Female,9 years,Jack Russell Terrier,White/Tan
A390436,Beckham,1/9/2019 14:14,19-Jan,3/25/2005,Return to Owner,,Dog,Neutered Male,13 years,Pointer Mix,White/Brown
A391379,Ike,11/17/2019 19:09,19-Nov,12/3/2003,Return to Owner,,Dog,Neutered Male,15 years,Chihuahua Shorthair Mix,Tan/White
A391512,Rome,4/6/2016 18:14,16-Apr,10/3/2004,Return to Owner,,Dog,Neutered Male,11 years,Pit Bull,Red/Brown
A391858,Nellie,3/19/2017 18:12,17-Mar,3/27/2005,Return to Owner,,Dog,Spayed Female,11 years,Labrador Retriever Mix,Cream
A392027,Penny,1/31/2014 18:55,14-Jan,6/8/1999,Return to Owner,,Dog,Spayed Female,14 years,Dachshund,Red
A392075,Skips,11/20/2013 17:04,13-Nov,3/15/2005,Return to Owner,,Dog,Neutered Male,8 years,German Shepherd/Siberian Husky,White/Cream
A392615,Chip,7/26/2015 15:18,15-Jul,12/31/2004,Return to Owner,,Dog,Neutered Male,10 years,Dachshund/Parson Russell Terrier,Brown/White
A394547,Snickerdoodl,1/25/2015 11:15,15-Jan,5/25/2005,Return to Owner,,Dog,Spayed Female,9 years,Labrador Retriever Mix,Chocolate/White
A395451,Logan,1/3/2016 15:54,16-Jan,4/8/2005,Return to Owner,,Dog,Neutered Male,10 years,Labrador Retriever/Redbone Hound,Red
A396810,Raven,12/23/2016 13:19,16-Dec,7/13/2003,Adoption,Foster,Dog,Spayed Female,13 years,Field Spaniel Mix,Black
A397882,Charlie,7/12/2017 16:41,17-Jul,1/12/2002,Return to Owner,,Dog,Neutered Male,15 years,Labrador Retriever Mix,Black
A399421,Lucy,8/25/2015 18:23,15-Aug,2/18/2005,Return to Owner,,Dog,Spayed Female,10 years,Pug,Tan/Black
A399552,Jack,10/18/2013 13:46,13-Oct,8/9/1999,Transfer,Partner,Dog,Neutered Male,14 years,Rat Terrier Mix,Tricolor
A400498,Reggie,10/15/2016 13:57,16-Oct,8/8/2003,Adoption,,Dog,Neutered Male,13 years,Chihuahua Shorthair Mix,White/Brown
A400680,Lucy,10/2/2017 14:35,17-Oct,3/9/2005,Adoption,,Dog,Spayed Female,12 years,Australian Cattle Dog/Parson Russell Terrier,White/Brown Merle
A400841,Susie Lee,3/6/2019 9:08,19-Mar,12/10/2004,Died,At Vet,Dog,Spayed Female,14 years,Shih Tzu Mix,White/Brown Brindle
A403564,Anna,11/18/2013 18:51,13-Nov,5/2/1997,Return to Owner,,Dog,Spayed Female,16 years,Miniature Schnauzer Mix,Black/Gray
A405494,Kaila,5/20/2014 11:44,14-May,8/13/2005,Return to Owner,,Dog,Spayed Female,8 years,Siberian Husky Mix,Black/Cream
A406756,Sabrina,5/14/2016 11:30,16-May,3/28/2004,Transfer,Partner,Dog,Spayed Female,12 years,Toy Poodle/Dachshund,White
A407156,Jake,10/28/2016 13:22,16-Oct,5/3/2005,Return to Owner,,Dog,Neutered Male,11 years,Labrador Retriever Mix,Brown/White
A408035,Lizzie,12/27/2014 12:59,14-Dec,10/10/2002,Return to Owner,,Dog,Spayed Female,12 years,Pit Bull Mix,Brown Brindle
A409637,Stanley,4/7/2016 18:33,16-Apr,10/25/2004,Return to Owner,,Dog,Neutered Male,11 years,Rat Terrier Mix,White/Black
A410330,Chewy,9/13/2016 13:46,16-Sep,5/1/2005,Transfer,Partner,Dog,Intact Female,11 years,Chihuahua Shorthair Mix,Brown/Tan
A410668,Raven,6/12/2016 11:46,16-Jun,11/3/2003,Adoption,Foster,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Black
A410684,Mitty,6/27/2014 17:50,14-Jun,5/26/2005,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Calico
A412173,Jimminee,8/8/2015 12:22,15-Aug,10/5/2005,Return to Owner,,Dog,Neutered Male,9 years,Manchester Terrier Mix,Tricolor
A412626,*Sam,3/28/2016 13:15,16-Mar,11/23/2003,Adoption,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black/White
A412697,Jackie,1/7/2016 12:47,16-Jan,3/23/2005,Return to Owner,,Dog,Neutered Male,10 years,Parson Russell Terrier Mix,White/Brown
A413789,Benji,4/19/2016 16:54,16-Apr,9/3/2005,Return to Owner,,Dog,Spayed Female,10 years,Pomeranian Mix,Black/Brown
A413789,Benji,10/27/2019 14:24,19-Oct,9/3/2005,Return to Owner,,Dog,Spayed Female,14 years,Pomeranian Mix,Black/Brown
A414198,Shelly,1/30/2015 13:43,15-Jan,5/15/2005,Return to Owner,,Dog,Spayed Female,9 years,Border Collie Mix,Black
A414513,Rocky,6/29/2016 11:33,16-Jun,10/26/2004,Transfer,Partner,Dog,Neutered Male,11 years,Miniature Schnauzer,Black/White
A414620,Shepherd,10/28/2017 18:25,17-Oct,12/13/2003,Adoption,,Dog,Neutered Male,13 years,Border Collie Mix,White/Gray
A415049,Sophie,5/29/2015 13:07,15-May,7/13/2005,Return to Owner,,Dog,Spayed Female,9 years,Catahoula Mix,Brown Merle/White
A415589,Shadow,5/28/2015 19:09,15-May,12/27/2004,Return to Owner,,Dog,Spayed Female,10 years,Siberian Husky/Labrador Retriever,White/Tan
A415823,Two,10/26/2015 18:43,15-Oct,12/30/2002,Return to Owner,,Dog,Neutered Male,12 years,Pit Bull Mix,Tan
A415823,Two,8/17/2015 16:03,15-Aug,12/30/2002,Return to Owner,,Dog,Neutered Male,12 years,Pit Bull Mix,Tan
A416128,Max,8/17/2016 11:41,16-Aug,7/13/2005,Return to Owner,,Dog,Neutered Male,11 years,German Shepherd Mix,Black/Brown
A416147,Champion,10/3/2018 14:13,18-Oct,11/3/2005,Return to Owner,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black/White
A416147,Champion,6/4/2019 11:56,19-Jun,11/3/2005,Return to Owner,,Dog,Neutered Male,13 years,Labrador Retriever Mix,Black/White
A416147,Champion,4/21/2020 14:28,20-Apr,11/3/2005,Adoption,Foster,Dog,Neutered Male,14 years,Labrador Retriever Mix,Black/White
A416147,Champion,12/26/2019 13:36,19-Dec,11/3/2005,Adoption,,Dog,Neutered Male,14 years,Labrador Retriever Mix,Black/White
A416147,Champion,10/6/2018 12:27,18-Oct,11/3/2005,Return to Owner,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black/White
A416756,Little Red,10/15/2016 14:45,16-Oct,1/11/2005,Return to Owner,,Dog,Neutered Male,11 years,Pit Bull,Red/White
A417545,Sweet Pea,3/1/2016 10:04,16-Mar,3/19/2004,Adoption,Foster,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Black/White
A417622,Atreyu,7/16/2015 16:02,15-Jul,1/19/2005,Return to Owner,,Dog,Neutered Male,10 years,Miniature Pinscher,Black/Tan
A417642,Pee Wee,10/19/2015 16:08,15-Oct,1/19/2003,Adoption,,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black
A417705,Dixie,11/23/2014 18:34,14-Nov,11/24/2000,Return to Owner,,Dog,Spayed Female,14 years,Shih Tzu,White/Black
A417737,Trixie,8/3/2019 14:26,19-Aug,7/20/2004,Adoption,Foster,Dog,Spayed Female,15 years,Chihuahua Longhair Mix,Tan/White
A417737,Trixie,3/7/2018 15:53,18-Mar,7/20/2004,Return to Owner,,Dog,Spayed Female,13 years,Chihuahua Longhair Mix,Tan/White
A417832,Vinnie,4/18/2017 12:01,17-Apr,11/28/2005,Transfer,Partner,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Black
A418634,Gabe,8/29/2016 17:01,16-Aug,12/13/2005,Return to Owner,,Dog,Neutered Male,10 years,Collie Rough/Keeshond,Brown
A418871,Sunny,12/2/2018 16:41,18-Dec,1/30/2004,Return to Owner,,Dog,Spayed Female,14 years,Beagle/Queensland Heeler,Brown/Black
A419009,Maxwell,3/29/2014 18:36,14-Mar,2/6/2003,Return to Owner,,Dog,Neutered Male,11 years,Miniature Schnauzer,Black
A419161,Atom,6/14/2015 12:09,15-Jun,2/1/1998,Euthanasia,Suffering,Cat,Neutered Male,17 years,American Shorthair Mix,White
A419723,Mysterio,1/29/2016 13:57,16-Jan,2/7/2004,Transfer,Partner,Dog,Neutered Male,11 years,Pit Bull,Tan/White
A419781,Zelda,10/25/2013 16:13,13-Oct,12/9/2005,Return to Owner,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Red
A420143,Mitsy,4/25/2016 13:24,16-Apr,6/21/2005,Transfer,Partner,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black
A420464,Loki,10/14/2013 17:14,13-Oct,12/14/2005,Return to Owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White
A421087,Pumpkin,4/5/2015 14:04,15-Apr,3/30/2004,Return to Owner,,Dog,Spayed Female,11 years,Shetland Sheepdog/Keeshond,White/Brown
A422526,Randee,10/31/2013 11:43,13-Oct,10/21/2000,Transfer,Partner,Dog,Neutered Male,13 years,Pekingese,Yellow/Tan
A423033,Jenny,11/8/2016 13:29,16-Nov,1/21/2006,Return to Owner,,Dog,Spayed Female,10 years,Pit Bull,White/Black
A423546,Shadow,10/8/2016 14:51,16-Oct,7/22/2005,Adoption,,Dog,Neutered Male,11 years,Border Collie Mix,Black/White
A423701,Bella,1/8/2014 13:21,14-Jan,3/23/2005,Return to Owner,,Dog,Spayed Female,8 years,Australian Cattle Dog/Labrador Retriever,White/Brown
A424158,Chucho,5/10/2017 17:03,17-May,3/28/2005,Return to Owner,,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,Tan/White
A424158,Chucho,5/2/2016 17:31,16-May,3/28/2005,Return to Owner,,Dog,Neutered Male,11 years,Chihuahua Shorthair Mix,Tan/White
A424158,Chucho,1/8/2015 16:35,15-Jan,3/28/2005,Return to Owner,,Dog,Neutered Male,9 years,Chihuahua Shorthair Mix,Tan/White
A424714,Kuly,2/26/2018 11:16,18-Feb,6/3/2005,Return to Owner,,Dog,Neutered Male,12 years,Shetland Sheepdog,Tricolor
A427100,Penny Lane,2/2/2016 16:31,16-Feb,7/19/2005,Return to Owner,,Dog,Spayed Female,10 years,Cardigan Welsh Corgi Mix,Tricolor
A427442,Precious,9/3/2015 18:30,15-Sep,4/22/2005,Return to Owner,,Cat,Spayed Female,10 years,Domestic Shorthair,Tortie/Blue Cream
A427782,Midas,4/10/2014 16:29,14-Apr,4/24/2004,Return to Owner,,Dog,Neutered Male,9 years,Pit Bull,Tan/White
A427808,Trixie,7/16/2014 12:30,14-Jul,4/29/2001,Return to Owner,,Dog,Spayed Female,13 years,Golden Retriever/Border Collie,Yellow
A427866,Gus,5/15/2014 12:03,14-May,3/10/2006,Euthanasia,Suffering,Dog,Neutered Male,8 years,German Shepherd Mix,Black/Tan
A428783,Bella,2/13/2014 16:33,14-Feb,11/4/2005,Adoption,,Dog,Spayed Female,8 years,Australian Cattle Dog,Blue Tick/Brown
A430217,Boyfriend,6/10/2018 14:05,18-Jun,11/13/2003,Return to Owner,,Cat,Neutered Male,14 years,Domestic Shorthair,Orange Tabby/White
A430328,Millie,10/25/2016 13:04,16-Oct,12/22/2005,Return to Owner,,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black
A430366,Lucky,6/23/2015 11:52,15-Jun,3/26/2006,Return to Owner,,Dog,Neutered Male,9 years,Labrador Retriever Mix,Black
A430368,Arenal,2/21/2014 18:09,14-Feb,3/26/2006,Adoption,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White
A430437,Sammy,5/27/2014 13:30,14-May,5/15/2004,Transfer,Partner,Dog,Neutered Male,10 years,Cairn Terrier,Brown Brindle
A430500,Daisy,2/18/2014 16:27,14-Feb,7/11/2005,Return to Owner,,Dog,Spayed Female,8 years,American Bulldog Mix,White/Tan
A430501,Rosie,11/14/2013 17:38,13-Nov,5/15/2002,Euthanasia,Suffering,Dog,Spayed Female,11 years,Pembroke Welsh Corgi Mix,Gold/White
A430671,,5/27/2014 17:17,14-May,3/1/2006,Euthanasia,Suffering,Dog,Spayed Female,8 years,Labrador Retriever/Pit Bull,Black/White
A430709,Spirit,12/30/2017 16:04,17-Dec,9/26/2004,Return to Owner,,Dog,Neutered Male,13 years,Pit Bull/Labrador Retriever,Black/White
A430709,Spirit,3/6/2017 17:20,17-Mar,9/26/2004,Return to Owner,,Dog,Neutered Male,12 years,Pit Bull/Labrador Retriever,Black/White
A430709,Spirit,8/8/2018 16:38,18-Aug,9/26/2004,Transfer,Partner,Dog,Neutered Male,13 years,Pit Bull/Labrador Retriever,Black/White
A430709,Spirit,5/2/2018 12:59,18-May,9/26/2004,Return to Owner,,Dog,Neutered Male,13 years,Pit Bull/Labrador Retriever,Black/White
A430953,Jake,4/5/2014 18:29,14-Apr,5/18/2003,Return to Owner,,Dog,Neutered Male,10 years,Cocker Spaniel,Red
A431223,Dante,11/9/2014 12:04,14-Nov,5/20/2004,Return to Owner,,Dog,Neutered Male,10 years,Vizsla Mix,Tan
A431615,Catera,8/1/2014 7:51,14-Aug,5/13/2006,Adoption,Foster,Dog,Spayed Female,8 years,Pit Bull/Chinese Sharpei,Chocolate
A432065,Sheba,3/23/2014 18:11,14-Mar,5/27/2005,Transfer,Partner,Dog,Spayed Female,8 years,German Shepherd Mix,Black/Brown
A432197,*Ginger,1/1/2014 19:23,14-Jan,11/22/2005,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Orange Tabby/White
A432542,Fussbucket,7/29/2020 11:22,20-Jul,4/9/2006,Rto-Adopt,,Cat,Neutered Male,14 years,Domestic Longhair Mix,Orange Tabby
A433111,Jessie,11/4/2013 23:08,13-Nov,6/4/2001,Return to Owner,,Dog,Intact Female,12 years,Queensland Heeler Mix,White/Brown
A433111,Jessie,10/21/2013 17:59,13-Oct,6/4/2001,Return to Owner,,Dog,Intact Female,12 years,Queensland Heeler Mix,White/Brown
A433746,Evette,11/4/2015 0:00,15-Nov,4/9/2006,Transfer,Partner,Dog,Spayed Female,9 years,Australian Shepherd Mix,White/Brown
A434171,Abby,11/24/2019 18:37,19-Nov,11/12/2005,Return to Owner,,Dog,Spayed Female,14 years,Catahoula Mix,Blue Merle/White
A434523,,11/25/2015 12:59,15-Nov,6/14/2004,Return to Owner,,Cat,Spayed Female,11 years,Siamese Mix,Lilac Point
A434923,Skittle,11/4/2013 12:09,13-Nov,6/16/2004,Return to Owner,,Dog,Spayed Female,9 years,Labrador Retriever,Yellow
A435209,Bessy,3/1/2014 11:46,14-Mar,6/18/2004,Return to Owner,,Dog,Spayed Female,9 years,Chow Chow Mix,Tan/White
A435237,Rusty,2/16/2016 16:23,16-Feb,4/4/2006,Return to Owner,,Dog,Neutered Male,9 years,Labrador Retriever Mix,Black/White
A435358,Dingo,4/2/2015 18:34,15-Apr,10/19/2005,Return to Owner,,Dog,Spayed Female,9 years,Australian Cattle Dog Mix,Tricolor
A436250,*Marnie,9/19/2016 14:24,16-Sep,6/29/2003,Return to Owner,,Dog,Spayed Female,13 years,Toy Poodle/Maltese,Apricot
A437400,Kiko,11/21/2019 12:11,19-Nov,3/9/2013,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Brown/Black
A437799,Sam,6/16/2018 11:56,18-Jun,1/21/2006,Return to Owner,,Dog,Spayed Female,12 years,Whippet/Pit Bull,Brown/White
A438287,Lila,1/13/2018 17:54,18-Jan,1/10/2004,Adoption,,Dog,Spayed Female,14 years,Chihuahua Shorthair Mix,Tan
